cwe,file,vul
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_square_42_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_square_15_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_multiply_42_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_square_03_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_database_add_14_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_multiply_15_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_add_31_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_database_add_15_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_add_31_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_multiply_14_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_square_02_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_database_add_42_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_square_14_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_add_21_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_multiply_02_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_database_add_03_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_multiply_01_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_add_41_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_square_08_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_add_17_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_add_16_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_multiply_04_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_multiply_17_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_multiply_12_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_multiply_01_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_multiply_08_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_multiply_17_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_multiply_45_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_add_01_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_multiply_21_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_square_06_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_square_03_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_add_21_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_square_15_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_multiply_21_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_square_42_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_square_10_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_square_04_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_multiply_45_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_add_07_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_multiply_08_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_multiply_12_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_add_06_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_add_01_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_square_02_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_add_11_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_square_45_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_multiply_04_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_add_17_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_add_10_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_square_14_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_square_12_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_multiply_42_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_add_06_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_multiply_10_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_multiply_15_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_multiply_06_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_square_21_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_add_07_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_multiply_03_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_multiply_10_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_square_09_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_add_11_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_add_10_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_multiply_06_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_multiply_05_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_database_add_04_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_add_21_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_square_13_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_square_08_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_database_add_45_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_square_05_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_database_add_12_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_multiply_13_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_square_15_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_add_41_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_add_17_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_add_10_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_square_13_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_add_16_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_square_42_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_multiply_03_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_add_06_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_add_01_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_square_05_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_multiply_15_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_square_03_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_multiply_42_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_add_31_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_square_17_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_square_45_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_database_add_08_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_multiply_09_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_square_12_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_square_09_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_square_04_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_square_01_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_square_05_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_multiply_31_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_square_08_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_add_31_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_square_13_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_square_41_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_square_16_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_multiply_31_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_database_add_09_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_multiply_08_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_square_02_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_add_01_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_multiply_14_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_add_07_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_square_04_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_add_17_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_multiply_02_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_add_16_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_add_11_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_square_12_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_square_14_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_add_41_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_square_45_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_connect_tcp_add_31_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_database_add_13_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_multiply_12_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_square_04_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_square_09_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_multiply_45_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_square_12_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_square_45_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_multiply_04_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_add_21_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_database_add_05_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_multiply_07_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_add_11_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_square_08_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_add_10_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_multiply_02_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_multiply_11_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_add_06_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_rand_multiply_14_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__int_console_readLine_multiply_07_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_max_multiply_11_pos.java,0
CWE190,CWE190_Integer_Overflow/s01/CWE190_Integer_Overflow__byte_console_readLine_add_07_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__byte_rand_postinc_12_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_max_postinc_45_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_connect_tcp_postinc_42_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_File_postinc_04_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__byte_console_readLine_postinc_15_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__short_console_readLine_postinc_03_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__short_rand_postinc_17_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__long_console_readLine_postinc_17_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_max_postinc_12_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__byte_rand_postinc_45_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_getQueryString_Servlet_postinc_02_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_PropertiesFile_postinc_17_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__short_max_postinc_31_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__byte_console_readLine_postinc_42_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_connect_tcp_postinc_15_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_max_postinc_04_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__long_console_readLine_postinc_01_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_getQueryString_Servlet_postinc_14_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_File_postinc_45_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_connect_tcp_postinc_03_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_PropertiesFile_postinc_01_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__short_console_readLine_postinc_42_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__byte_rand_postinc_04_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__byte_max_postinc_31_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__byte_console_readLine_postinc_03_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_File_postinc_12_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__short_rand_postinc_01_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__short_console_readLine_postinc_15_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_Property_postinc_31_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_listen_tcp_postinc_12_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_Environment_postinc_16_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_URLConnection_postinc_04_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__long_max_postinc_02_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_listen_tcp_postinc_45_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_random_postinc_31_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_Environment_postinc_41_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__long_max_postinc_14_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_URLConnection_postinc_12_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_URLConnection_postinc_45_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_listen_tcp_postinc_04_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_database_postinc_21_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_getCookies_Servlet_postinc_16_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_File_postinc_08_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_random_postinc_07_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_console_readLine_postinc_03_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_getParameter_Servlet_postinc_03_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_database_postinc_01_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_getCookies_Servlet_postinc_41_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_Property_postinc_07_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_database_postinc_17_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_console_readLine_postinc_42_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_max_postinc_08_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_Property_postinc_11_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_getParameter_Servlet_postinc_42_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_console_readLine_postinc_15_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_random_postinc_11_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__byte_rand_postinc_08_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_getParameter_Servlet_postinc_15_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__short_max_postinc_07_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_PropertiesFile_postinc_21_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__long_rand_postinc_14_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__long_console_readLine_postinc_21_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__short_rand_postinc_21_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__byte_max_postinc_11_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_URLConnection_postinc_08_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__byte_max_postinc_07_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_listen_tcp_postinc_08_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__short_max_postinc_11_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__long_rand_postinc_02_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__long_rand_postinc_03_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_listen_tcp_postinc_09_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__short_max_postinc_10_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__byte_max_postinc_06_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__byte_max_postinc_10_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__long_rand_postinc_42_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_URLConnection_postinc_09_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__long_rand_postinc_15_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__short_max_postinc_06_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__byte_rand_postinc_09_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_getParameter_Servlet_postinc_14_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_database_postinc_41_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_getCookies_Servlet_postinc_01_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_console_readLine_postinc_14_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_random_postinc_10_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_max_postinc_09_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_Property_postinc_10_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_database_postinc_16_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_Property_postinc_06_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_Environment_postinc_21_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_getParameter_Servlet_postinc_02_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_getCookies_Servlet_postinc_17_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_File_postinc_09_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_random_postinc_06_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_console_readLine_postinc_02_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_listen_tcp_postinc_05_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_Environment_postinc_01_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__long_max_postinc_42_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__long_max_postinc_15_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_URLConnection_postinc_13_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_getCookies_Servlet_postinc_21_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_URLConnection_postinc_05_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__long_max_postinc_03_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_listen_tcp_postinc_13_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_Environment_postinc_17_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__byte_console_readLine_postinc_02_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_File_postinc_13_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__short_console_readLine_postinc_14_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__byte_rand_postinc_05_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_getQueryString_Servlet_postinc_42_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_connect_tcp_postinc_02_pos.java,0
CWE190,CWE190_Integer_Overflow/s06/CWE190_Integer_Overflow__int_max_postinc_05_pos.java,0
